radio_id,edad,total,mujeres,varones
063579804,15. 70 A 74,14,7.0,7.0
063579804,16. 75 A 79,13,9.0,4.0
063579804,17. 80 A 84,7,4.0,3.0
063579804,18. 85 A 89,4,3.0,1.0
063579804,19. 90 A 94,1,1.0,
063579805,0. __tot__,537,264.0,273.0
063579805,1. 00 A 04,40,19.0,21.0
063579805,2. 05 A 09,56,27.0,29.0
063579805,3. 10 A 14,39,19.0,20.0
063579805,4. 15 A 19,42,19.0,23.0
063579805,5. 20 A 24,38,22.0,16.0
063579805,6. 25 A 29,46,21.0,25.0
063579805,7. 30 A 34,37,14.0,23.0
063579805,8. 35 A 39,35,15.0,20.0
063579805,9. 40 A 44,43,23.0,20.0
063579805,10. 45 A 49,40,17.0,23.0
063579805,11. 50 A 54,28,16.0,12.0
063579805,12. 55 A 59,26,14.0,12.0
063579805,13. 60 A 64,24,12.0,12.0
063579805,14. 65 A 69,15,9.0,6.0
063579805,15. 70 A 74,13,8.0,5.0
063579805,16. 75 A 79,7,4.0,3.0
063579805,17. 80 A 84,4,1.0,3.0
063579805,18. 85 A 89,2,2.0,
063579805,19. 90 A 94,2,2.0,
063579806,0. __tot__,430,227.0,203.0
063579806,1. 00 A 04,30,16.0,14.0
063579806,2. 05 A 09,44,22.0,22.0
063579806,3. 10 A 14,35,20.0,15.0
063579806,4. 15 A 19,34,19.0,15.0
063579806,5. 20 A 24,27,16.0,11.0
063579806,6. 25 A 29,21,11.0,10.0
063579806,7. 30 A 34,39,20.0,19.0
063579806,8. 35 A 39,35,15.0,20.0
063579806,9. 40 A 44,35,20.0,15.0
063579806,10. 45 A 49,24,10.0,14.0
063579806,11. 50 A 54,34,18.0,16.0
063579806,12. 55 A 59,16,8.0,8.0
063579806,13. 60 A 64,15,9.0,6.0
063579806,14. 65 A 69,17,6.0,11.0
063579806,15. 70 A 74,12,7.0,5.0
063579806,16. 75 A 79,6,5.0,1.0
063579806,17. 80 A 84,2,1.0,1.0
063579806,18. 85 A 89,2,2.0,
063579806,19. 90 A 94,1,1.0,
063579806,20. 95 A 99,1,1.0,
063579807,0. __tot__,398,206.0,192.0
063579807,1. 00 A 04,23,12.0,11.0
063579807,2. 05 A 09,43,23.0,20.0
063579807,3. 10 A 14,35,19.0,16.0
063579807,4. 15 A 19,34,19.0,15.0
063579807,5. 20 A 24,27,13.0,14.0
063579807,6. 25 A 29,20,10.0,10.0
063579807,7. 30 A 34,19,10.0,9.0
063579807,8. 35 A 39,42,19.0,23.0
063579807,9. 40 A 44,42,27.0,15.0
063579807,10. 45 A 49,32,15.0,17.0
063579807,11. 50 A 54,22,11.0,11.0
063579807,12. 55 A 59,12,5.0,7.0
063579807,13. 60 A 64,19,8.0,11.0
063579807,14. 65 A 69,13,6.0,7.0
063579807,15. 70 A 74,6,4.0,2.0
063579807,16. 75 A 79,6,3.0,3.0
063579807,17. 80 A 84,2,1.0,1.0
063579807,20. 95 A 99,1,1.0,
